2502	DE-B1518	Archiv der Max-Planck-Gesellschaft - Bibliothek
2503	DE-Lg4	Stadtarchivs Ludwigsburg - Bibliothek
2504	DE-G16	Museumsbibliothek Stiftung Schloss Friedenstein Gotha
2505	DE-B478	Bibliothek für Bildungsgeschichtliche Forschung des Deutschen Instituts für Internationale Pädagogische Forschung, Berlin
2506	DE-Mh40	Stadtarchiv Mannheim - Elsbeth-Janda-Bibliothek
2507	DE-F43	DIPF | Leibniz-Institut für Bildungsforschung und Bildungsinformation
2508	DE-B69	Bundesministerium der Justiz - Bibliothek
2509	DE-1845	Bibliothek der Fachhochschule der Sächsischen Verwaltung
2510	DE-2279	Hochschule für Gestaltung, Bibliothek
2511	DE-2313	Stiftung Centre Culturel Franco-Allemand Karlsruhe
2512	DE-L330	Galerie für Zeitgenössische Kunst Leipzig -Bibliothek-
2513	DE-2296	Palucca-Hochschule für Tanz Dresden -Bibliothek-
2514	DE-1991	Savifa - Virtuelle Fachbibliothek Südasien
2515	DE-1990	Propylaeum - Virtuelle Fachbibliothek Altertumswissenschaften
2516	DE-2345	Bibliothek im Faust-Archiv Knittlingen
2517	DE-2316	Bibliothek des Kreisarchivs Calw
2518	DE-1983	Stadtarchiv Reutlingen
2520	DE-2366	Landesstelle für Volkskunde Stuttgart
2522	DE-Kn182	Deutsches Zentrum für Luft- und Raumfahrt, DLR-Bibliothek
2523	DE-Rt7	Kreisarchiv Reutlingen
2524	DE-He134	Petersstift-Bibliothek Heidelberg
2525	DE-2427	Kreisarchiv Rhein-Neckar-Kreis, Ladenburg
2526	DE-N39	Institut für moderne Kunst Nürnberg, Archiv / Bibliothek
2527	DE-125	Ratsschulbibliothek Zwickau
2529	DE-2526	Bibliothek der DZ Bank Kunststiftung
2530	DE-2559	Bibliothek Theologisches Studienjahr Jerusalem Abtei Dormitio
2531	DE-2123	Stadtarchiv Rottweil
2532	DE-Hv112	Bibliothek der Bundesanstalt für Geowissenschaften und Rohstoffe
2533	DE-2568	Stadtarchiv Balingen
2535	DE-2620	Sächsische Bibliografie
2538	DE-2758	Seminar für Ausbildung und Fortbildung der Lehrkräfte Heidelberg (Abt. Gymnasium)
2539	DE-2844	Städtische Museen Heilbronn, Museumsbibliothek
2540	DE-B1586	Berlinische Galerie - Landesmuseum für Moderne Kunst, Fotografie und Architektur, Bibliothek
2541	DE-2863	Kirchenbibliothek Pegau
2542	DE-D26	Bibliothek, Institut für Holztechnologie Dresden gemeinnützige GmbH
2543	DE-2796	Landesdirektion Sachsen, Behördenbibliothek Dresden
2543	DE-2961	Landesdirektion Sachsen, Dienststelle Chemnitz, Behördenbibliothek
2543	DE-2962	Landesdirektion Sachsen, Dienststelle Leipzig, Behördenbibliothek
2544	DE-2869	Universitätsbibliographie Tübingen
2547	DE-Bo410	Bibliothek des Deutschen Instituts für Erwachsenenbildung, Bonn
2548	DE-H221	GIGA German Institute for Global and Area Studies, Bibliothek
2549	DE-2830	Arnold und Friederike Isenberg Bibliothek, Hob
2550	DE-Of1	Bibliothek des Deutschen Ledermuseums Offenbach am Main
2551	DE-2936	Wissenschaftliche Museumsbibliothek Markgräfler Museum, Müllheim
2552	DE-Rav4a	Stadtarchiv Ravensburg
2553	RU-10907106	Bibliothek des Deutschen Historischen Instituts Moskau
2555	DE-B1577	Museum für Kommunikation Berlin
2556	DE-3086	Kirchenbibliothek Annaberg-Buchholz
2558	DE-Sa25	Bibliothek im Zechenhaus Reden, Schiffweiler
2559	DE-B1528	Deutsche Kinemathek Berlin, Bibliothek
2560	DE-4016	Bibliothek der ernst-may-gesellschaft e.V.
2562	DE-D123	Landesamt für Denkmalpflege, Sachsen
2563	DE-21-203	Sammlung Werner Schweikert und Würth Fachbibliotheken
